agent_class,regime,e,i,s,v,risk,stored_coherence
Lumen,CONVERGENCE,0.7419942919102592,0.8149059839059447,0.16182669944645972,-0.07615076415081842,0.2759930973303263,0.4799490011987365
Lumen,CONVERGENCE,0.35828581479731814,0.8629815245118533,0.18597939909476127,-0.12592237254266644,0.2,0.45242426793412766
Lumen,CONVERGENCE,0.7400929374307655,0.8733688251018744,0.22791080172262201,-0.35597918648220206,0.0,0.47836355801445896
Lumen,CONVERGENCE,0.7742439702225574,0.8117972888874218,0.1621224877122503,-0.04497896965184852,0.0,0.4811425813013135
Lumen,CONVERGENCE,0.7458903195724581,0.743784126190254,0.18345239075922787,-0.03279499164280993,0.0,0.48188596041095444
Lumen,CONVERGENCE,0.7140214985269403,0.8710011198607597,0.2946031110385737,-0.12575944071966283,0.0,0.4708583296405957
Lumen,CONVERGENCE,0.7444616796427752,0.7952095760007722,0.1747222767986235,-0.04958999626822666,0.0,0.4806118057146389
Lumen,CONVERGENCE,0.7877897978202295,0.8015461780460496,0.15197968369932774,0.04450918413840139,0.0,0.4815733461056556
Lumen,CONVERGENCE,0.7926116115799534,0.7977496847222065,0.13060373205774567,-0.04467594369566184,0.0,0.4816630369265657
Lumen,CONVERGENCE,0.35370834637711474,0.86044353047791,0.27027541336830324,-0.12579469975644367,0.0,0.47792244457700717
Lumen,CONVERGENCE,0.7886837742139667,0.8622899960600413,0.13597621689129158,-0.06311958860495963,0.0,0.4799004653067049
Lumen,CONVERGENCE,0.7873174220965418,0.7926086864305003,0.14796767147649587,-0.03471177234976345,0.27550824270969254,0.49305757062795313
Lumen,CONVERGENCE,0.7422051820599764,0.7994751516402382,0.1642528306200334,-0.045470748145422346,0.4753305586412436,0.47981978302441725
Lumen,EXPLORATION,0.7436031161754426,0.8248515497647277,0.16623723361571938,-0.11874157261991769,0.0,0.4780550132595221
Lumen,CONVERGENCE,0.7914954625954677,0.7981791500790589,0.1616547361947494,-0.035586310945015576,0.0,0.4927046626045157
Lumen,CONVERGENCE,0.7386193237775666,0.7948652034455539,0.1734120778610085,-0.0764348597843648,0.0,0.480652325022812
Lumen,CONVERGENCE,0.7412375048801585,0.7493876963689616,0.19231542690089967,-0.04563439721676741,0.23305519266587044,0.4816862836683208
Lumen,CONVERGENCE,0.7424752934371434,0.7986864245639677,0.2780528545858048,-0.05426892952356373,0.0,0.48064775052538034
Lumen,CONVERGENCE,0.7441679267158359,0.7967702584258425,0.22552042982326673,-0.07529558232488405,0.0,0.4799464512947235
Lumen,CONVERGENCE,0.7414373464491169,0.86039969222801,0.20362175124609136,-0.12015588153084848,0.0,0.4816175040133846
Lumen,EXPLORATION,0.7448399072381484,0.7381093566947262,0.19199926356962863,-0.04432857873425599,0.0,0.48168668138918747
Lumen,CONVERGENCE,0.7661781043332271,0.7591639975175427,0.32414420909122543,0.0435571331253761,0.0,0.48170729018776276
Lumen,CONVERGENCE,0.7465478665916411,0.7933896240891898,0.22034217379850068,-0.03214279712434291,0.0,0.4814173895016849
Lumen,CONVERGENCE,0.737330645619532,0.8000985407565452,0.16370444598140585,-0.12426359502261239,0.25068943648201775,0.4700365634729727
Lumen,CONVERGENCE,0.7367197628766551,0.7988151066123691,0.24288687101528628,-0.07551233346538849,0.14704319414515007,0.47968337691778345
Lumen,EXPLORATION,0.7425648651468898,0.8000831152617535,0.1778143880552016,-0.09370071258022201,0.37620579152810385,0.47107299453084994
Lumen,CONVERGENCE,0.7402725537418764,0.8619080131649209,0.17826941953845746,-0.07605411699651024,0.0,0.4792878308665123
Lumen,CONVERGENCE,0.7596677810235898,0.7990743740802235,0.1615892095168317,-0.046557089386302736,0.0,0.4948918874387439
Lumen,CONVERGENCE,0.7121724726134416,0.7953429839788134,0.22446733808277225,-0.09581689430588508,0.0,0.47952102462671853
Lumen,DIVERGENCE,0.7750137955831533,0.826987972158431,0.156367938446547,-0.04132510078170289,0.40789073147221294,0.4806930079146846
Lumen,EXPLORATION,0.7415003484830781,0.8691696968781634,0.23167041707526354,-0.12392512900671342,0.0,0.4781853182614669
Lumen,CONVERGENCE,0.7437766005444509,0.7968631224022131,0.16898796836209504,-0.05232195806172071,0.0,0.4808911113134037
Lumen,CONVERGENCE,0.787798459105484,0.7951800099364994,0.15110713178509327,-0.03959450078285196,0.0,0.4926705650841195
Lumen,CONVERGENCE,0.7448728251736413,0.8341844528984913,0.20705077791339307,-0.060664206623902046,0.0,0.4820521502326684
Lumen,CONVERGENCE,0.7445519597445115,0.8260683883106904,0.22722942946933544,-0.06279683243003462,0.0,0.48065365938259913
Lumen,CONVERGENCE,0.7431855546543736,0.8377463656036369,0.1824174460102306,-0.12076158124051692,0.1495,0.4798232687624297
Lumen,CONVERGENCE,0.7456058615341075,0.8142024161096416,0.293425418713141,-0.07281531387634221,0.0,0.48114318406519413
Lumen,DIVERGENCE,0.7410050220000741,0.8219061865017168,0.22512338078153227,-0.12043411231256583,0.15,0.47794233554208876
Lumen,CONVERGENCE,0.7459289710281696,0.7989392526924336,0.16345779235905522,-0.05446479696271487,0.0,0.4793710193715638
Lumen,CONVERGENCE,0.74507074638751,0.792359577349217,0.1688347696081259,-0.04438874473906953,0.2917869929274005,0.4804922178483345
Lumen,CONVERGENCE,0.7120470701566007,0.7886045534786658,0.29025518702889835,-0.07618972374657271,0.0,0.4796357093530687
Lumen,CONVERGENCE,0.7467949144632169,0.8256246319550551,0.1606769305793019,-0.07540671981465633,0.0,0.48156144466399203
Lumen,CONVERGENCE,0.7457547199512973,0.7902541254049991,0.17670793265942283,-0.05423104836631805,0.2757389851321405,0.4805305499675432
Lumen,CONVERGENCE,0.7367271650401868,0.7905481189685459,0.1687935554379976,-0.071841785618606,0.2768653479155425,0.47994175372271114
Lumen,nominal,0.7403191618212642,0.8617829343050565,0.22822044827370708,-0.12552228604007634,0.0,0.4789578654564381
Lumen,CONVERGENCE,0.7453206462873936,0.7779984050989742,0.15675713180062192,-0.04467486392736402,0.15,0.48034540965712513
Lumen,DIVERGENCE,0.7410715992192273,0.7942410276505226,0.20861860730317872,-0.056574707122693565,0.0,0.47993859205351996
Lumen,CONVERGENCE,0.7397072051666055,0.8180904247549156,0.2659085640435009,-0.07609242915167883,0.0,0.4801753145887777
Lumen,DIVERGENCE,0.7374299477827929,0.8389566453426891,0.2666243723825462,-0.12025565277666886,0.0,0.4797052463126705
Lumen,CONVERGENCE,0.74274091346436,0.7856323979086409,0.16661488000601804,-0.049382112203910686,0.1494,0.4796986
Lumen,EXPLORATION,0.7914576162991454,0.799366152475197,0.13473326594446236,-0.043803328364025375,0.1495,0.4824684052385555
Lumen,CONVERGENCE,0.7460994591715989,0.77642781572373,0.20775452789076473,-0.044447731302956615,0.0,0.4815535545660775
Lumen,CONVERGENCE,0.73790042563664,0.7859904621110306,0.19059649181951474,-0.05036218113300905,0.41068001088463335,0.4796699178987423
Lumen,CONVERGENCE,0.7474438639751265,0.8002787637278541,0.1694051171816527,-0.04997122017766251,0.0,0.4799463791349719
Lumen,CONVERGENCE,0.7466358436286036,0.8002005700621992,0.17405940674670464,-0.05472566001648868,0.1,0.47975326590431056
Lumen,CONVERGENCE,0.7486090409879831,0.7766405899335601,0.16959765406289654,-0.04404854411433852,0.0483,0.4817710822784912
Lumen,CONVERGENCE,0.7416085298061547,0.7476531421415437,0.21081756731324042,-0.04249846427839012,0.0,0.4813660206582811
Lumen,CONVERGENCE,0.7879955066046227,0.7433601408075621,0.08127280661957542,0.0635787714473384,0.0,0.4923210046119208
Lumen,CONVERGENCE,0.7452280713520505,0.8709518223063426,0.1607218527001066,-0.12034684724814348,0.1,0.47748326582707623
Lumen,CONVERGENCE,0.7446710705203574,0.8606639321022623,0.2120157794303912,-0.0906663539350686,0.0,0.48100920360041266
Lumen,CONVERGENCE,0.7470826075927405,0.8397931343435682,0.15300942586802002,-0.09476087918965302,0.0,0.4779660763009836
Lumen,CONVERGENCE,0.7380223404325401,0.7201298271717691,0.2760761395689633,0.041960181909061124,0.15,0.4816883817749481
Lumen,CONVERGENCE,0.7657110506867143,0.7812823013590053,0.18555832754138937,-0.0436548273977971,0.0,0.494830829991123
Lumen,CONVERGENCE,0.7806311961619136,0.7472065828302842,0.16463830034247734,-0.03111919102897908,0.0,0.4929545539377133
Lumen,CONVERGENCE,0.7462202506264358,0.7948261592394368,0.17439414474418782,-0.027927503444781534,0.1498,0.48156077
Lumen,EXPLORATION,0.7437857525816584,0.820697121734776,0.22058383611824126,-0.07591755746815565,0.0,0.4802824158284353
Lumen,CONVERGENCE,0.3536749319057266,0.8221022823704911,0.24898424007064188,-0.12441162969922034,0.40886621086248753,0.46843334222178334
Lumen,CONVERGENCE,0.741404290211874,0.8336132489473499,0.1289429904118834,-0.09791339469048962,0.14864468665448705,0.4778758914452648
Lumen,CONVERGENCE,0.7422491394655193,0.8385940330964264,0.1356737386896017,-0.07860041571834037,0.1498,0.46888283851323836
Lumen,CONVERGENCE,0.7364682006058255,0.7932946202924548,0.23554696648892154,-0.054124602825566845,0.26742643761064777,0.4796538745277166
Lumen,DIVERGENCE,0.7431704438833423,0.8674331947686753,0.15725599098478185,-0.10440601545324843,0.27513626629606824,0.4463200534542195
Lumen,DIVERGENCE,0.7435544729011505,0.7922462514767683,0.16884859579243847,-0.0550489491567904,0.0,0.47789709941185093
Lumen,CONVERGENCE,0.7747957993402121,0.8248293782771652,0.17328040242138157,-0.04477073284634409,0.0,0.48338102249405257
Lumen,CONVERGENCE,0.7381554254274109,0.8401049928256086,0.15654519323082602,-0.08566516958737469,0.2585446578809752,0.4780489482206696
Lumen,CONVERGENCE,0.7118757806175374,0.8211076046761031,0.2262874488834715,-0.09460685834125337,0.0,0.4787828781215484
Lumen,CONVERGENCE,0.785813035241811,0.8370740617674249,0.1379239690386933,-0.06177661810242605,0.0,0.4830287328935639
Lumen,CONVERGENCE,0.7407421976098046,0.8002737290259271,0.20821100629228526,-0.07889416462852102,0.27472993069591856,0.47891308630622254
Lumen,CONVERGENCE,0.7446968892279043,0.7914806439469355,0.17757442991450692,0.04314037298011326,0.0,0.4949845334568263
Lumen,CONVERGENCE,0.7470814436142409,0.7217474165701439,0.16641906199602863,0.05776255404862385,0.15,0.48153631749443604
Lumen,CONVERGENCE,0.7449816050796795,0.7993347231118071,0.153675867777807,-0.06364438995654076,0.2,0.4802819
Lumen,CONVERGENCE,0.7245148009655639,0.793175946398777,0.16384547012458628,-0.056449942482150926,0.0,0.47892431126379326
Lumen,CONVERGENCE,0.7444648013956195,0.7971485034473356,0.16579053357225573,-0.04462051043532126,0.0,0.482317594530609
Lumen,CONVERGENCE,0.7441528830028187,0.8115729930669324,0.15445004887226693,-0.07797557645266204,0.0,0.48019109279679945
Lumen,CONVERGENCE,0.7428337796285286,0.7971491250377832,0.198688134124204,-0.07570031357195872,0.0,0.48153051807459935
Lumen,CONVERGENCE,0.7470563381176245,0.7466744725388164,0.1552932236565079,-0.02499053003712379,0.0,0.48157338966229374
Lumen,CONVERGENCE,0.786879719512629,0.7992307771742536,0.14903086138071328,-0.05459657060944724,0.1499,0.4804546039721172
Lumen,CONVERGENCE,0.7435576831992714,0.7977195503374221,0.15604453165934482,-0.05033436443576573,0.1496,0.4814284721018678
Lumen,DIVERGENCE,0.7570686140483927,0.7986539697009557,0.17136240918763868,-0.03775893575345414,0.27588537172461186,0.48157212575922875
Lumen,CONVERGENCE,0.7417662625671563,0.7479734605202638,0.17285086684703954,-0.04490062709980631,0.29312965922112777,0.4800684608035542
Lumen,EXPLORATION,0.7404833710756317,0.8342772587329568,0.31262878972465175,-0.07613738485700709,0.0,0.4813268985837408
Lumen,CONVERGENCE,0.7453947380211924,0.817845553544867,0.15801032421439556,-0.05011337930392882,0.0,0.4813459281028359
Lumen,CONVERGENCE,0.7424079601120824,0.8778511058117758,0.15631521465232645,-0.37492466067423547,0.0,0.47781841287281174
Lumen,CONVERGENCE,0.7422136187786174,0.8380313687047714,0.174291309302133,-0.08992667346246498,0.1494,0.47792480227379985
Lumen,CONVERGENCE,0.7485745911360369,0.8179502642200523,0.17513094135806387,-0.041134353776763596,0.0,0.483072882434789
Lumen,CONVERGENCE,0.7471884326354938,0.7504324657589155,0.16400755205774917,-0.038931849992871984,0.0,0.482111881605672
Lumen,CONVERGENCE,0.7454524127490193,0.8466517455292334,0.15170808067093175,-0.07490515803415274,0.0,0.4796939558454106
Lumen,CONVERGENCE,0.3406591368793049,0.7973352101316915,0.26667922346419926,-0.1255542801145301,0.0,0.4780413218111116
Lumen,CONVERGENCE,0.7485327371897148,0.7979552433089279,0.15392295326042024,-0.04431299584927948,0.0,0.4815003461298486
Lumen,CONVERGENCE,0.7470466565565199,0.8718755266990813,0.1660326612552661,-0.12539376164255356,0.0,0.48029257315694446
Lumen,EXPLORATION,0.7411007794053719,0.8013440294195115,0.16186165511173034,-0.0911142556052579,0.0,0.4779153696529106
Lumen,CONVERGENCE,0.7733102255163767,0.797535065283577,0.1533612122969088,-0.05438635431656941,0.28247016538379094,0.4810339819450512
Lumen,CONVERGENCE,0.7453500402861868,0.8619336933571796,0.13952672665927926,-0.09822806175565492,0.0,0.47990991744550054
Lumen,CONVERGENCE,0.7642736151673688,0.7956511086000174,0.17517478154670732,-0.04469793432447111,0.0,0.4821183329900743
Lumen,CONVERGENCE,0.7912176508288056,0.7521643738571837,0.16286238317930996,0.06182289594326908,0.0,0.4830161290842254
Lumen,CONVERGENCE,0.7763969072622243,0.787838741968446,0.16394003620919703,0.05557946073961913,0.1494,0.4830369581881323
Lumen,CONVERGENCE,0.7850168098120244,0.7376359640827941,0.153146319113316,0.04641392600272085,0.274279762587787,0.48277080308832426
Lumen,CONVERGENCE,0.8010205529594815,0.7947455575683718,0.13029834613109004,-0.034659382533148285,0.0,0.48305336
Lumen,CONVERGENCE,0.7434685231860466,0.8011866900229174,0.24962766781653115,-0.06854772071476384,0.0,0.4808823182047828
Lumen,CONVERGENCE,0.7412010067775001,0.8707901790866514,0.2212543895714881,-0.12443708130033328,0.0,0.4801135908652683
Lumen,CONVERGENCE,0.7468679818734092,0.8617198469016453,0.14909303436501237,-0.07116674767146552,0.0,0.48017512883763774
Lumen,EXPLORATION,0.7445305158737456,0.838133833490889,0.1760804141702633,-0.09835575211379917,0.1495,0.4778321699201494
Lumen,CONVERGENCE,0.7466648147411383,0.792525835962183,0.18743201536699372,-0.05666247789150394,0.0,0.48169057343200117
Lumen,CONVERGENCE,0.7714869144242842,0.7362236662868816,0.18446714334773795,-0.036518238933643477,0.0,0.4816641718917392
Lumen,CONVERGENCE,0.7450591797291557,0.7971287673587664,0.1622166754464868,-0.04250598305535623,0.0,0.4818837150473946
Lumen,DIVERGENCE,0.7371266296379428,0.8392404383237267,0.15313334371410267,-0.12428812745968962,0.0,0.477854007503049
Lumen,CONVERGENCE,0.7434133963713877,0.7424975542939215,0.25316589816410134,-0.04001726578647763,0.0,0.47968080051974643
Lumen,DIVERGENCE,0.7456228907020048,0.871769116324058,0.18515641070429942,-0.12603231309212937,0.1120437459672023,0.46957549128210024
Lumen,DIVERGENCE,0.6856783666707154,0.869860523895668,0.2322642437881377,-0.3405305877976871,0.0,0.47025180961555313
Lumen,EXPLORATION,0.7406321567235662,0.7622874302147801,0.25285630510349527,-0.0706700496613604,0.0,0.48146212
Lumen,CONVERGENCE,0.746465750918807,0.7972718924770827,0.16240050475033033,-0.045451159306513715,0.0,0.47985013693518336
Lumen,CONVERGENCE,0.7412314203030839,0.7994904216140811,0.16858804231841723,-0.044978969411840375,0.2927997161891664,0.4779250158812366
Lumen,EXPLORATION,0.7445233070427432,0.8213528883417205,0.15604209672363378,-0.07860605527480087,0.0,0.47913801842893833
Lumen,EXPLORATION,0.7475761274712323,0.7946968902636082,0.16979160003221283,-0.050414502812678355,0.2761441301818634,0.47823911162036514
Lumen,CONVERGENCE,0.7430818192137981,0.7950974959132014,0.19548396588853967,-0.05030964121902207,0.0,0.48163326851523464
Lumen,CONVERGENCE,0.7383868379523318,0.7735895720251537,0.1580021179337697,-0.04087374187561032,0.2558990877645648,0.4808813960583133
Lumen,CONVERGENCE,0.7417411087620548,0.7869999501079102,0.15925223809218003,-0.04292949590084978,0.0,0.48143709280763425
Lumen,CONVERGENCE,0.7384112379995682,0.825629593101028,0.35933861260085626,-0.09083209866979941,0.0,0.48010751377999555
Lumen,CONVERGENCE,0.7466114152215554,0.7483805007815488,0.15505432745097428,-0.04105628512482702,0.41855847977861926,0.47984855421444284
Lumen,CONVERGENCE,0.7429582842414568,0.8609638296678364,0.1682752459460377,-0.12517324660974416,0.26764315987659776,0.46578822916019147
Lumen,CONVERGENCE,0.7441025730572914,0.8177963023541548,0.27227149503800396,-0.0761714162386076,0.1,0.4801500141872189
Lumen,CONVERGENCE,0.7473363789964775,0.8190622804994823,0.15243929915214388,-0.04232686747208919,0.28431144196893593,0.4779375336120095
Lumen,EXPLORATION,0.7878290732839321,0.835145910436248,0.15842123124046953,-0.054477881994641826,0.0,0.48017745042678067
Lumen,CONVERGENCE,0.7455191621808046,0.7856802781790693,0.25403308269763014,-0.044379478559399,0.0,0.4816075458636041
Lumen,CONVERGENCE,0.7459727311731845,0.7943028778485912,0.23554018758341452,-0.05464482237204437,0.15,0.48063374
Lumen,CONVERGENCE,0.7444539985390287,0.8208370296689189,0.15445377174599878,-0.08870147903307371,0.15,0.47868648317981255
Lumen,CONVERGENCE,0.7452827553628213,0.7482346022893892,0.16459183775313674,-0.05481592831810677,0.0,0.48299003095427523
Lumen,CONVERGENCE,0.745916803689183,0.8624231448715431,0.1561623931486442,-0.09068057366503028,0.0,0.48059842683976783
Lumen,CONVERGENCE,0.7457546143664661,0.8381913620134875,0.16257310129655714,-0.09106158525556947,0.0,0.4793957429987204
Lumen,CONVERGENCE,0.7494533867002899,0.7957820206356688,0.1383665014673475,-0.005598838981120475,0.0,0.4816683658119032
Lumen,CONVERGENCE,0.7899540829779544,0.7177474342473241,0.16458277927616877,0.07225872478774753,0.1495,0.4916539942369759
Lumen,CONVERGENCE,0.7146818679014804,0.87229263762758,0.20436066980855375,-0.12605551261662373,0.0,0.47778500793009604
Lumen,CONVERGENCE,0.7907480174701724,0.835879766116,0.16683382534383973,-0.049735346526908315,0.29511812922139335,0.47910364994927435
Lumen,CONVERGENCE,0.7415755237578717,0.7986625793231794,0.21061998483275357,-0.061147322397387516,0.0,0.48112159467519056
Lumen,DIVERGENCE,0.7336063831804108,0.7483804714787344,0.2688876720353549,-0.05904394173193007,0.0,0.479778374091297
Lumen,CONVERGENCE,0.7456700217340337,0.781464085341204,0.1830620997049871,-0.04542190001870977,0.0,0.48095080521746136
Lumen,EXPLORATION,0.7442520769771741,0.8000317728110666,0.1863875160617441,-0.07893559672256764,0.0,0.4788831266434803
Lumen,EXPLORATION,0.7388919826971934,0.7993203343714421,0.22793932571288017,-0.0761230341617402,0.0,0.4801257040827223
Lumen,CONVERGENCE,0.7455538553930947,0.8000589811373318,0.1597692362890914,-0.057854725700505115,0.1499,0.4803886740311784
Lumen,CONVERGENCE,0.7485200758380037,0.7912255207582207,0.138300562608064,-0.04429539111977908,0.0,0.48157921146140087
Lumen,CONVERGENCE,0.7438485978805268,0.791657148513461,0.16659162923628254,-0.050208207790918793,0.0,0.48125367893519577
Lumen,CONVERGENCE,0.7487655218089505,0.8182157452835078,0.15618958216470544,-0.044979110611839616,0.3456389121606643,0.48158289225907885
Lumen,CONVERGENCE,0.7118722727445789,0.8396635040400384,0.1737854172095059,-0.12548083208098346,0.0,0.47014464644895204
Lumen,CONVERGENCE,0.7456620615814872,0.7861782803623614,0.16375276148496218,-0.04094856123666157,0.0,0.48309603539557017
Lumen,CONVERGENCE,0.7705088350785241,0.7850454610889768,0.15585738884560793,-0.04467328681744963,0.1498,0.4816780482758061
Lumen,CONVERGENCE,0.7596650999027945,0.8714165862640478,0.1520013722874161,-0.09808925021003406,0.1495,0.47066476639948523
Lumen,CONVERGENCE,0.7376644374005202,0.8612563106808296,0.24232844767628248,-0.27392694882900204,0.0,0.477751092691178
Lumen,EXPLORATION,0.7413669130177846,0.8006755324298421,0.16996602915161604,-0.0605117516919608,0.2,0.47775864600166723
Lumen,DIVERGENCE,0.7430936231983205,0.7926082874666056,0.1507227957782062,-0.0636288313170102,0.0,0.4799528100351284
Lumen,CONVERGENCE,0.7925875885833992,0.8183945234669324,0.15286112763037357,-0.054540982295899064,0.0,0.48107175253686074
Lumen,CONVERGENCE,0.7410522214711714,0.8245271907047634,0.14100830396217953,-0.10650484421103885,0.2,0.47781414832755514
Lumen,CONVERGENCE,0.7425099672612401,0.8138220140303937,0.16441738152312604,-0.06494469696598007,0.15,0.47777704346242256
Lumen,CONVERGENCE,0.7416983777876328,0.8709592488998181,0.15114535532752701,-0.12557901375302644,0.0,0.4777794378264213
Lumen,CONVERGENCE,0.7446763484136945,0.8659571595511596,0.17005848621098693,-0.12359811397898146,0.0,0.47969327575484844
Lumen,CONVERGENCE,0.7380606485442394,0.8271284392076736,0.22124512851748432,-0.1131591438039247,0.293245019479872,0.46899146367723576
Lumen,CONVERGENCE,0.7404862063152996,0.7989373379079833,0.218674227717456,-0.09772966595734432,0.1497,0.46971576028377826
Lumen,EXPLORATION,0.7866418539773483,0.8202152579433651,0.16239467993273746,-0.044255824610078515,0.0,0.4821122434210203
Lumen,CONVERGENCE,0.7449558386052539,0.7985771435085556,0.13980975876959156,-0.057918259858913905,0.27625414618175087,0.4796705647673983
Lumen,EXPLORATION,0.749638776735928,0.7930809076720855,0.15727495073918582,-0.04380778498595322,0.0,0.4815676616897025
Lumen,EXPLORATION,0.8043139589322591,0.7369120129093404,0.05945923958243328,0.07304531231257348,0.0,0.49739154206801545
Lumen,CONVERGENCE,0.7774429402143148,0.795876952596484,0.17521024946933392,-0.04130072827679423,0.1,0.48160137896251
Lumen,CONVERGENCE,0.7901237318096649,0.8210176832804447,0.16709654820704867,-0.04557543936489318,0.0,0.49416723068416507
Lumen,CONVERGENCE,0.7105667191563471,0.8695051598464194,0.32153039296806546,-0.4274022769201976,0.0,0.46855823550658493
Lumen,EXPLORATION,0.7393789656460255,0.7200069950069703,0.2667540957694138,-0.031991439979448956,0.4004822253766566,0.4808123368564041
Lumen,CONVERGENCE,0.7443012963828962,0.7226725678959985,0.18534703370438363,-0.03976879941187124,0.1498,0.4830691294081658
Lumen,CONVERGENCE,0.7753619469337404,0.8395176636963435,0.1570356119495951,-0.04388637020378027,0.0,0.4815707749290215
Lumen,DIVERGENCE,0.7984778368041132,0.7921562227337637,0.17520071554860825,0.04247377636034937,0.0,0.4956517406164056
Lumen,CONVERGENCE,0.737650172076603,0.8184666016271162,0.18477233943905302,-0.07860088502758586,0.0,0.47992922146873873
Lumen,CONVERGENCE,0.7373357267463948,0.8683291184005171,0.17335340042705133,-0.12611278817291777,0.0,0.47809806736502686
Lumen,CONVERGENCE,0.7412970831139584,0.8017791666822219,0.2078521937637801,-0.05835966358506976,0.0,0.47978526463372995
Lumen,CONVERGENCE,0.7471472017704248,0.8011313847201087,0.1846743708027576,-0.04425611242029405,0.0,0.48156922355534415
Lumen,CONVERGENCE,0.7708708156835696,0.801101478077534,0.16167607012812102,-0.044990405247515845,0.1496,0.48307548703591424
Lumen,CONVERGENCE,0.745623298187115,0.7861922800047032,0.1842918558699203,-0.04438093593607088,0.22907704118892758,0.48056061285330726
Lumen,CONVERGENCE,0.7491341693820035,0.8185148765841499,0.1568223113906899,-0.044451290733744236,0.0,0.4822591836666633
Lumen,EXPLORATION,0.7718567686799214,0.8128250979442846,0.1604368814567735,-0.07595371279820373,0.0,0.4817174349230181
Lumen,CONVERGENCE,0.7448961569599313,0.7963336464452179,0.1616848955971486,-0.062171679588937524,0.0,0.48144697722040913
Lumen,CONVERGENCE,0.7404859069502256,0.7901765608581305,0.25758998299537994,-0.058673935808900464,0.0,0.4812591967751998
Lumen,CONVERGENCE,0.7457976275199174,0.8288954768535659,0.15182715233409488,-0.06265115256764416,0.0,0.48132030496801936
Lumen,CONVERGENCE,0.7927820749494537,0.7735316553506257,0.15360794666711042,0.06613458280387348,0.0,0.49528982830608553
Lumen,CONVERGENCE,0.7117763545059722,0.7506476291638612,0.27636606788181284,-0.07179347688796464,0.0,0.48037392525341643
